Score	Deviation	Certification	Comment
792	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
793	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
794	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
795	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
796	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
797	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
798	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
799	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
800	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
801	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
802	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
803	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
804	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
805	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
806	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
807	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
808	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
809	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
810	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
811	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
812	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
813	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
814	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
815	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
816	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
817	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
818	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
819	100	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
820	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
821	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
822	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
823	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
824	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
825	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
826	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
827	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
828	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
829	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
830	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
831	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
832	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
833	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
834	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
835	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
836	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
837	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
838	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
839	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
840	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
841	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
842	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
843	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
844	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
845	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
846	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
847	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
848	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
849	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
850	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
851	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
852	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
853	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
854	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
855	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
856	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
857	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
858	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
859	101	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
860	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
861	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
862	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
863	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
864	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
865	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
866	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
867	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
868	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
869	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
870	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
871	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
872	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
873	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
874	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
875	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
876	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
877	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
878	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
879	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
880	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
881	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
882	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
883	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
884	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
885	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
886	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
887	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
888	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
889	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
890	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
891	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
892	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
893	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
894	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
895	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
896	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
897	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
898	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
899	102	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
900	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
901	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
902	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
903	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
904	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
905	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
906	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
907	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
908	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
909	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
910	103	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
